,Unnamed: 0.1,Unnamed: 0,symbol,name,curr_market_price,pe_ratio,book_value,divident,roce,roe,face_value,market_cap,about
329,329,329,DALBHARAT,Dalmia Bharat Ltd,1836.0,37.4,874.0,0.49,6.71,4.78,2.0,34404.0,Dalmia Bharat is engaged in the business of Manufacturing and Selling of Cement. The company was started in 1939 and is the 4th largest cement manufacturer by installed capacity in India.
330,330,330,DALMIASUG,Dalmia Bharat Sugar & Industries Ltd,515.0,15.7,362.0,0.97,9.84,8.52,2.0,4167.0,"Dalmia Bharat Sugar & Industries is mainly engaged in manufacturing of sugar, generation of power, manufacturing of Industrial alcohol and manufacturing of refractory products."
331,331,331,DAMODARIND,Damodar Industries Ltd,,,,,,,,,"Incorporated in 1987, Damodar Industries "
332,332,332,DATAMATICS,Datamatics Global Services Ltd,628.0,19.7,208.0,0.8,21.2,16.6,5.0,3707.0,"Datamatics is a Digital Technologies, Digital Operations, and Digital Experiences company that enables enterprises to go Deep in Digital to boost their productivity, customer experience and competitive advantage. Datamatics enables enterprises to combine various relevant Digital Technologies to improve productivity and customer experience to build sustainable competitive advantage"
333,333,333,DBCORP,D.B.Corp Limited,,,,,,,,,
334,334,334,DBL,Dilip Buildcon Ltd,522.0,45.1,290.0,0.19,10.5,1.39,10.0,7634.0,"Dilip Buildcon Limited, incorporated in 2006, is presently in the business of development of infrastructure facilities on Engineering Procurement and Construction basis (EPC) and undertakes contracts from various Government and other parties and special purpose vehicles promoted by the Company. "
335,335,335,DBREALTY,Valor Estate Ltd,195.0,8.38,93.2,0.0,22.7,36.0,10.0,10499.0,"The Company was incorporated in 2007, the co. is engaged primarily in the business of real estate construction, development and other related activities. Most of the projects are based in and around Mumbai and are under various stages of planning and construction. "
336,336,336,DBSTOCKBRO,DB (International) Stock Brokers Ltd,46.6,18.1,18.9,0.0,20.8,14.7,2.0,164.0,"Incorporated in 1992, DB (International) Stock Brokers Ltd provides capital market services"
337,337,337,DCAL,Dishman Carbogen Amcis Ltd,191.0,,359.0,0.0,0.02,-2.64,2.0,2994.0,"Dishman Carbogen Amcis Ltd is engaged in Contract Research and Manufacturing Services (CRAMS) and manufacture and supply of marketable molecules such as specialty chemicals, vitamins & chemicals and disinfectants with presence in Switzerland, UK, Europe, China and other countries."
338,338,338,DCBBANK,DCB Bank Ltd,,,,,,,,,"DCB Bank was incorporated in 1995, by reconstituting the Development Co-operative Bank Ltd (DCBL) to Development Credit Bank Ltd as a joint-stock banking company."
339,339,339,DCM,DCM  Limited,,,,,,,,,
340,340,340,DCMFINSERV,DCM Financial Services Ltd,8.82,,-22.0,0.0,-4.1,,10.0,19.5,"Incorporated in 1991, DCM Financial Services Ltd (part of DCM group) deals in Financing Operations viz., inter corporate deposits and investment"
341,341,341,DCMNVL,DCM Nouvelle Ltd,214.0,,169.0,0.0,3.43,-1.04,10.0,389.0,"Incorporated in 1991, DCM Nouvelle Ltd is in the business of manufacturing and sale of cotton yarn"
342,342,342,DCMSHRIRAM,DCM Shriram Ltd,1080.0,34.3,418.0,0.61,8.99,6.6,2.0,16813.0,"DCM Shriram is engaged in the business of manufacturing facilities of Fertiliser, Chloro Vinyl & Cement in Kota (Rajasthan) and of Chlor- Alkali in Bharuch (Gujrat).(Source : Company Web-site )"
343,343,343,DCW,DCW Limited,,,,,,,,,
344,344,344,DECCANCE,Deccan Cements Ltd,620.0,,,0.48,,,5.0,874.0,"Incorporated in 1979, Deccan Cements Ltd manufactures and sells Cement and does generation and selling of power from hydel and wind sources"
345,345,345,DEEPAKFERT,Deepak Fertilizers & Petrochemicals Corp Ltd,972.0,23.3,428.0,0.87,10.7,7.67,10.0,12292.0,"Incorporated in 1979, Deepak Fertilisers and Petrochemicals Corporation Ltd is in the business of fertlisers, agri services, bulk chemicals, mining chemicals and real estate"
346,346,346,DEEPAKNTR,Deepak Nitrite Ltd,2844.0,48.2,352.0,0.26,21.6,16.4,2.0,38823.0,"Incorporated in 1970, Deepak Nitrite Ltd manufactures Basic Intermediates, Fine "
347,347,347,DEEPIND,Deep Industries Limited,,,,,,,,,
348,348,348,DELTACORP,Delta Corp Ltd,132.0,22.3,94.0,0.95,12.4,8.76,1.0,3526.0,"Delta Corp is currently operates in the Gaming, Hospitality and online skill gaming segment.(Source : 202003-01 Annual Report Page No:113)"
349,349,349,DELTAMAGNT,Delta Manufacturing Ltd,99.7,,24.8,0.0,-7.93,-32.3,10.0,108.0,"Incorporated in 1982, Delta Manufacturing Ltd manufactures hard ferrites, soft ferrites, textile woven labels, fabric printed labels and elastic / woven tape"
350,350,350,DEN,Den Networks Ltd,54.6,12.2,71.7,0.0,7.3,6.42,10.0,2607.0,"Den network ltd is a mass media & entertainment company that provides visual entertainment to its customers through cable TV, over-the-top (OTT) entertainment, and broadband services. It has curated media content from Various broadcasters across a wide range of genres and entertains 13 million+ households in India across 13 key states and 433 cities and is the Largest Subscriber Base amongst all cable players in India."
351,351,351,DENORA,DE Nora India Ltd,,,,,,,,,"Incorporated in 1989, De Nora India Ltd manufactures and services Electrolytic products"
352,352,352,DFMFOODS,DFM Foods Limited,,,,,,,,,
353,353,353,DGCONTENT,Digicontent Ltd,39.2,42.5,0.2,0.0,19.8,,2.0,231.0,"Incorporated in 2017, Digicontent Ltd is engaged in Entertainment & Digital Innovation Business"
354,354,354,DHAMPURSUG,Dhampur Sugar Mills Ltd,215.0,15.5,168.0,2.32,11.3,11.5,10.0,1406.0,"Dhampur Sugar Mills (Dhampur) is one of the leading integrated sugarcane processing companies in India. Our continuous and often pioneering efforts to harness the full potential of sugarcane has enabled us to expand our portfolio beyond sugar to include renewable power, fuel ethanol, alcohol, extra neutral alcohol, alcohol based chemicals and bio fertilizers. "
355,355,355,DHANBANK,Dhanlaxmi Bank Ltd,,,,,,,,,"Incorporated in 1927, Dhanlaxmi Bank Ltd is in the business of providing banking services"
356,356,356,DHANUKA,Dhanuka Agritech Ltd,1558.0,27.9,276.0,0.9,26.9,20.5,2.0,7107.0,"Dhanuka Agritech manufactures a wide range of agro-chemicals like herbicides, insecticides, fungicides, plant growth regulators in various forms  liquid, dust, powder and granules.(Source : 202003 Annual Report Page No:93)"
357,357,357,DHARSUGAR,Dharani Sugars & Chemicals Ltd,,,,,,,,,"Incorporated in 1987, Dharani Sugars and Chemicals Ltd deals in manufacturing Sugar, "
358,358,358,DHFL,Piramal Capital & Housing Finance Ltd,16.7,0.81,-658.0,0.0,,,10.0,524.0,"Dewan Housing Finance Corporation's main business is of providing loans to Retail customers for construction or purchase of residential property, loans against property,"
359,359,359,DHUNINV,Dhunseri Investments Limited,,,,,,,,,
360,360,360,DIAMONDYD,Prataap Snacks Ltd,863.0,101.0,288.0,0.23,1.15,3.14,5.0,2055.0,"PrataapSnacks  Limited  (PSL)  is  an  Indian snack food company engaged in manufacturing and marketing of multiple product variants like potato chips, extruded snacks and namkeen (traditional Indian snacks) under the Yellow Diamond brand and sweet snacks under the Rich Feast brand."
361,361,361,DIAPOWER,Diamond Power Infra Ltd,,,,,,,,,
362,362,362,DICIND,DIC India Ltd,721.0,30.0,231.0,0.0,15.2,10.8,10.0,662.0,"Incorporated in 1947, DIC India Ltd is in the business of manufacturing Printing Inks, and also provides Lamination Adhesive"
363,363,363,DIGISPICE,DiGiSPICE Technologies Limited,,,,,,,,,
364,364,364,DIGJAMLTD,Digjam Limited,,,,,,,,,
365,365,365,DISHTV,Dish TV India Ltd,13.5,,-15.0,0.0,,,1.0,2480.0,"Dish TV India Ltd is a leading direct-to-home (DTH) company, providing DTH services across the segments in the country. "
366,366,366,DIVISLAB,Divis Laboratories Ltd,5451.0,86.3,511.0,0.55,16.5,12.2,2.0,144529.0,"Incorporated in 1990, Divis Laboratories Ltd manufactures and exports API's, Intermediates and Nutraceutical ingredients"
367,367,367,DIXON,Dixon Technologies (India) Ltd,13996.0,194.0,283.0,0.04,29.2,24.7,2.0,83741.0,"Dixon Technologies (India) Limited,  incorporated  in  1993 ,  is  a  Electronic  Manufacturing  Services  (EMS)  company  with operations in the electronic products vertical such as consumer electronics, lighting, home appliance, closed-circuit television cameras  (CCTVs), and mobile  phones. It also  undertakes reverse logistics operations.  Besides, it manufactures security surveillance equipment, wearables & audibles, AC-PCBs. Recently, it has entered a JV with Imagine Marketing Private Limited for designing and manufacturing wireless audio solutions in India."
368,368,368,DLF,DLF Limited,,,,,,,,,
369,369,369,DLINKINDIA,D-Link India Ltd,659.0,24.5,123.0,1.21,28.7,21.7,2.0,2338.0,D-Link (India) Ltd is primarily engaged in marketing and distribution of networking products. It operates through a distribution network with a wide range of product portfolio and solutions with a nationwide reach across India.
370,370,370,DMART,Avenue Supermarts Ltd,5321.0,130.0,287.0,0.0,19.4,14.5,10.0,345912.0,"Avenue Supermarts Limited (DMart) is a national supermarket chain, with a focus on value-retailing. We offer a wide range of products with a focus on the Foods, Non-Foods (FMCG) and General Merchandise"
371,371,371,DNAMEDIA,Diligent Media Corporation Ltd,,,,,,,,,"Diligent Media Corp. Ltd is engaged in the printing and publication of newspapers, magazines, books, inserts, and annual reports. It also publishes online newspaper."
372,372,372,DOLAT,Dolat Investments Limited,,,,,,,,,
373,373,373,DOLLAR,Dollar Industries Ltd,516.0,32.2,138.0,0.58,14.2,12.1,2.0,2931.0,"Dollar Industries Limited is engaged in manufacture and sale of hosiery products in knitted inner wears, casual wears and thermal wears. "
374,374,374,DONEAR,Donear Industries Ltd,120.0,17.7,,0.17,,,2.0,616.0,"Incorporated in 1987, Donear Industries "
375,375,375,DPSCLTD,India Power Corporation Ltd,18.3,102.0,10.4,0.27,4.36,1.69,1.0,1782.0,"Incorporated in 1919, India Power Corporation Ltd is engaged in business of Power Distribution, Renewable Power Generation and Smart Grid."
376,376,376,DQE,DQ Entertainment International Ltd,1.03,,20.3,0.0,-13.5,-71.0,10.0,8.17,"DQ Entertainment International is in the creation, production, distribution, licensing and marketing of all forms of entertainment."
377,377,377,DREDGECORP,Dredging Corporation of India Limited,,,,,,,,,
378,378,378,DRREDDY,Dr Reddys Laboratories Ltd,6551.0,19.6,1694.0,0.61,26.5,21.4,5.0,109248.0,"Dr. Reddy's Laboratories Ltd is a leading India-based pharamceutical company which offers a portfolio of products and services, including Active Pharmaceutical Ingredients (APIs), Custom Pharmaceutical services (CPS), generics, biosimilars and differentiated formulations."
379,379,379,DSSL,Dynacons Systems & Solutions Ltd,1447.0,32.0,124.0,0.03,44.1,41.0,10.0,1836.0,"Incorporated in 1995, Dynacons Ltd provides IT infrastructure-related activities"
380,380,380,DTIL,Dhunseri Tea & Industries Ltd,258.0,,497.0,1.16,-19.4,-25.0,10.0,272.0,"Incorporated in 1989, Dhunseri "
381,381,381,DUCON,Ducon Infratechnologies Ltd,9.91,31.5,3.71,0.0,9.42,6.29,1.0,318.0,"Incorporated in 2005, Ducon Infratechnologies Ltd is in Engineering, Procurement and Construction business"
382,382,382,DVL,Dhunseri Ventures Ltd,506.0,9.77,845.0,0.99,6.59,5.44,10.0,1776.0,"Incorporated as Dhunseri Tea Co. Limited, its first business was cultivation and production of tea at its tea estates located at Assam. "
383,383,383,DWARKESH,Dwarikesh Sugar Industries Ltd,74.3,,,2.69,,,1.0,1375.0,"Dwarikesh Sugar Industries Ltd is primarily engaged in manufacturing of sugar and allied products. It has strong presence in fields such as sugar manufacturing, power and ethanol/ industrial alcohol production."
384,384,384,DYNAMATECH,Dynamatic Technologies Limited,,,,,,,,,
385,385,385,DYNPRO,Dynemic Products Ltd,402.0,108.0,168.0,0.0,4.94,1.89,10.0,485.0,"Incorporated in 1990, Dynemic Products is in the business of manufacturing and selling of Dyes & Dye Intermediates"
386,386,386,EASTSILK,Eastern Silk Industries Ltd,1.8,0.28,41.2,0.0,,,2.0,14.2,"Incorporated in 1946, Eastern Silks Ltd manufactures silk fabrics and other related textile products"
387,387,387,EASUNREYRL,Easun Reyrolle Ltd,2.4,,45.7,0.0,-0.73,-7.16,2.0,7.39,"Incorporated in 1974, Easun Reyrolle Ltd works in the field of electrical power management by supplying Transmission and Distribution equipment."
388,388,388,ECLERX,eClerx Services Ltd,2705.0,25.6,458.0,0.04,31.8,25.4,10.0,13252.0,"EClerx Services Ltd incorporated in 2000, provides business process management, automation and analytics services to a number of Fortune 2000 enterprises, including some of the world's leading financial services, communications, retail, fashion, media & entertainment, manufacturing, travel & leisure and technology companies"
389,389,389,EDELWEISS,Edelweiss Financial Services Ltd,132.0,29.0,50.5,1.14,11.5,7.31,1.0,12426.0,"Incorporated in 1995, Edelweiss Financial Services Ltd provides Investment Banking and Advisory Services and holding company activities"
390,390,390,EDL,Empee Distilleries Ltd,4.6,,117.0,0.0,0.13,-30.5,10.0,9.28,Empee Distilleries Limited is engaged in Indian-Made Foreign Liquor (IMFL) business.
391,391,391,EDUCOMP,Educomp Solutions Ltd,2.35,,-240.0,0.0,,,2.0,28.8,"Incorporated in 1994, Educomp Solutions Ltd is an educational service provider"
392,392,392,EICHERMOT,Eicher Motors Ltd,4963.0,32.5,659.0,1.03,31.1,24.2,1.0,136055.0,"Eicher Motors Limited, incorporated in 1982, is the listed company of the Eicher Group in India and a leading player in the Indian automobile industry and the global leader in middleweight motorcycles."
393,393,393,EIDPARRY,EID Parry (India) Ltd,834.0,16.7,398.0,0.48,20.3,13.5,1.0,14752.0,"EID Parry is engaged in Sugar, Nutraceuticals and ethanol production. It also has a significant presence in the Farm Inputs business including Bio pesticides through its subsidiary, Coromandel International Limited. "
394,394,394,EIHAHOTELS,EIH Associated Hotels Limited,,,,,,,,,
395,395,395,EIHOTEL,EIH Ltd,367.0,36.0,63.0,0.33,23.6,17.6,2.0,22884.0,"EIH is primarily engaged in owning and managing premium luxury hotels and cruisers under the luxury Oberoi, Trident and Maidens brands. The Company is also engaged in flight catering, airport restaurants, project management and corporate air charters.(Source : 202003 Annual Report Page No:124)"
396,396,396,EIMCOELECO,Eimco Elecon (India) Ltd,2750.0,41.5,669.0,0.18,13.2,10.4,10.0,1591.0,"Eimco Elecon (India) Limited, incorporated in 1974, is in the business of Manufacturing and Marketing Equipment for Underground and Opencast mines. The Co is situated at Vallabh Vidyanagar, Gujarat. It was the first Co. to introduce the intermediate technology of Side Dump Loaders, Load Haul Dumpers and Rocker Shovel Loaders in India. "
397,397,397,EKC,Everest Kanto Cylinder Ltd,200.0,21.4,98.1,0.35,11.8,9.63,2.0,2253.0,"Everest Kanto Cylinder Ltd (EKC) is engaged in the manufacture of high-pressure seamless gas cylinders along with other cylinders and equipments used for containing and storage of natural gas, liquids and air. "
398,398,398,ELECON,Elecon Engineering Company Ltd,636.0,40.1,71.5,0.24,31.3,24.5,1.0,14281.0,"Elecon Engineering Company Ltd., incorporated in 1960. Company manufactures and sells power transmission and material handling equipment in India and internationally.  In addition, it engages in the steel and non-ferrous foundry business. "
399,399,399,ELECTCAST,Electrosteel Castings Ltd,220.0,15.3,82.7,0.64,16.2,15.9,1.0,13607.0,"Electrosteel Castings is engaged in the business of manufacturing Ductile Iron (DI) Pipes, Ductile Iron Fittings (DIF), Cast Iron (CI) Pipes and produces and supplies Pig Iron. "
400,400,400,ELECTHERM,Electrotherm (India) Limited,,,,,,,,,
401,401,401,ELGIEQUIP,Elgi Equipments Ltd,724.0,70.8,50.8,0.28,22.3,20.6,1.0,22960.0,"Incorporated in 1960, Elgi Equipments Limited along with its subsidiaries, is in the business of manufacturing and supplying "
402,402,402,ELGIRUBCO,Elgi Rubber Company Ltd,96.9,128.0,37.9,0.0,5.79,0.97,1.0,486.0,"Incorporated in 1981, ELGI Rubber Ltd is in the business of manufacture of Reclaimed rubber, Retreading machinery, and Retread rubber"
403,403,403,EMAMILTD,Emami Ltd,748.0,44.1,56.0,1.07,31.7,30.0,1.0,32652.0,"Emami is engaged in manufacturing & marketing of personal care & healthcare products with an enviable portfolio of household brand names such as BoroPlus, Navratna, Fair and Handsome, Zandu Balm, Kesh King, Zandu Pancharishta, Mentho Plus Balm and others.(Source : 201903 Annual Report Page No: 193)"
404,404,404,EMAMIPAP,Emami Paper Mills Ltd,,,,,,,,,"Incorporated in 1981, Emami Paper Mills Ltd manufactures writing and printing paper, newsprint, and also packaging boards"
405,405,405,EMAMIREAL,Emami Realty Ltd,110.0,,-9.43,0.0,-3.86,-461.0,2.0,418.0,"Incorporated in 2006, Emami Realty Ltd is in the business of real estate development"
406,406,406,EMCO,EMCO Ltd,1.95,,18.7,0.0,-2.95,-56.2,2.0,13.2,"EMCO is engaged in the power industry, the company manufactures range of transformers. The Companys products include transformers, substation and transmission towers and lines which constitutes of generation, transmission, distribution and manufacture of power equipment viz Generation Equipment and T&D Equipment."
407,407,407,EMKAY,Emkay Global Financial Services Limited,,,,,,,,,
408,408,408,EMMBI,Emmbi Industries Ltd,,,,,,,,,"Incorporated in 1994, Emmbi Industries Ltd manufactures HDPE & PP - Woven Polymer based products"
409,409,409,ENDURANCE,Endurance Technologies Ltd,2458.0,48.0,354.0,0.35,16.6,13.6,10.0,34609.0,"Endurance Technologies is engaged in the business of manufacturing and selling of aluminium die casting (including alloy wheel), suspension, transmission and braking products with operations spread across India."
410,410,410,ENERGYDEV,Energy Development Company Ltd,24.6,,21.3,0.0,3.05,-2.12,10.0,117.0,"Incorporated in 1995, Energy Development Company Ltd does generation and sale of bulk power and trading of power equipments"
411,411,411,ENGINERSIN,Engineers India Limited,,,,,,,,,
412,412,412,ENIL,Entertainment Network (India) Ltd,199.0,31.1,162.0,0.75,5.86,4.32,10.0,946.0,"Entertainment Network (India) Limited operates FM radio broadcasting stations under the brand names Mirchi, Mirchi Love, and Kool FM. It sells airtime in the Company’s FM radio broadcasting stations, activations, concerts, and monetization of the Company’s digital and other media properties for advertising. "
413,413,413,EON,Eon Electric Ltd,6.4,,59.2,0.0,-9.81,-24.3,5.0,10.8,"Eon Electric is engaged in the manufacturing and selling of Cables and Wires, Energy Efficient LED Based Lighting, Wiring accessories, Fans, Geysers, Lithium-ion Batteries, Mobile phone accessories and other electrical products."
414,414,414,EQUITAS,Equitas Holdings Ltd,120.0,14.8,104.0,0.0,7.11,5.36,10.0,4112.0,"Equitas Holdings is engaged in a non-deposit taking Systemically Important Core Investment Company (CIC-ND-SI), from the Reserve Bank of India (RBI) to carry on the business as a Non-Banking Financial Institution.(Source : 202003-01 Annual Report Page No:62)"
415,415,415,ERIS,Eris Lifesciences Limited,,,,,,,,,
416,416,416,EROSMEDIA,Eros International Media Ltd,18.0,,99.8,0.0,-3.64,-11.1,10.0,172.0,"Incorporated in 1994, Eros International Media Ltd is in the business of film production, exploitation and distribution"
417,417,417,ESABINDIA,Esab India Ltd,6006.0,172.0,67.6,1.43,90.8,59.3,10.0,9245.0,ESAB India Ltd is a leading supplier of welding and cutting products in India. It is a subsidiary of ESAB Group which was ultimately owned by the Colfax Corporation of USA.
418,418,418,ESCORTS,Escorts Kubota Ltd,4079.0,42.8,830.0,0.44,16.1,12.0,10.0,45052.0,"Escorts Ltd. is one of India’s leading engineering conglomerates engaged in the manufacturing of Agri-machinery, Construction & Material Handling Equipment and Railway Equipment. "
419,419,419,ESSARSHPNG,Essar Shipping Limited,,,,,,,,,
420,420,420,ESSELPACK,Essel Propack Limited,,,,,,,,,
421,421,421,ESTER,Ester Industries Ltd,168.0,,76.4,0.3,-4.98,-18.1,5.0,1580.0,"Ester is backed by 30 years of industry expertise in Industries Limited is into manufacturing Polyester Films, Polyster Chips, Specialty Polymers and Engineering Plastic compounds. The company is headquartered in the National Capital Region of India (Gurgaon). The company serves varying markets like food packaging, processed food, fresh food, food on the go, shelf stable, ready to eat, liquids, beverage packaging, beverage packaging, home and personal care, industrial packaging, constructions, automotive, optical fibre cable."
422,422,422,EUROCERA,Euro Ceramics Ltd,1.11,,-161.0,0.0,,,10.0,3.74,Euro Ceramics is engaged in the Business of Marble and Real Estate. 
423,423,423,EUROMULTI,Euro Multivision Ltd,,,,,,,,,"Euro Multivision is into manufacturing of Optical Discs and Solar Photovoltaic Cells and has imported from Netherlands state of art plants installed at Bhachau, Kutch, Gujarat."
424,424,424,EUROTEXIND,Eurotex Industries and Exports Limited,,,,,,,,,
425,425,425,EVEREADY,Eveready Industries India Ltd,455.0,46.5,53.2,0.22,16.2,19.1,5.0,3313.0,"Incorporated in 1934, Eveready Industries India Limited is one of the leading manufacturers of dry cell batteries in India and offers products such as batteries, flashlights, lighting solutions, and home appliances. "
426,426,426,EVERESTIND,Everest Industries Ltd,1100.0,125.0,378.0,0.23,3.88,2.25,10.0,1720.0,"Everest Industries Ltd is one of India’s leading and fastest growing complete building solutions providers. Incorporated in 1934, Everest has a rich history in manufacturing of Building materials and Pre-Engineered Steel Buildings. "
427,427,427,EXCEL,Excel Realty N Infra Ltd,0.73,75.7,1.22,0.0,0.68,0.56,1.0,103.0,"Incorporated in 2003, Excel Realty N Infra Limited (Formerly known as Excel Infoways Limited) is engaged in development of Infrastructure facility, IT enabled BPO services & general trading activities."
428,428,428,EXCELINDUS,Excel Industries Ltd,1544.0,46.0,1135.0,0.36,1.57,1.0,5.0,1940.0,"Excel Industries is engaged in manufacturing and selling of Chemicals, Pharma intermediates and Environmental products. "
429,429,429,EXIDEIND,Exide Industries Limited,,,,,,,,,
430,430,430,EXPLEOSOL,Expleo Solutions Ltd,1313.0,21.7,394.0,0.38,20.5,15.9,10.0,2040.0,Expleo Solutions Ltd is an India-based software service provider primarily delivering software validation and verification services to the BFSI industry worldwide.
431,431,431,FACT,Fertilizers & Chemicals Travancore Ltd,977.0,300.0,21.3,0.1,16.9,29.4,10.0,63271.0,"Fertilizers & Chemicals Travancore Ltd (FACT), incorporated in the year 1943, is the first large-scale fertiliser plant in India at Udyogamandal, Kochi, Kerala. The company is engaged in the manufacturing and selling of fertilizers, its by-products and Caprolactam. It is under the administrative control of the Department of Fertilizers, Ministry of Chemicals & Fertilizers, Government of India."
432,432,432,FAIRCHEM,Fairchem Speciality Limited,,,,,,,,,
433,433,433,FCL,Fineotex Chemical Limited,,,,,,,,,
434,434,434,FCONSUMER,Future Consumer Ltd,0.62,,-1.53,0.0,-10.5,,6.0,124.0,"Incorporated in 1996, Future Consumer Ltd is in the business of sourcing, manufacturing, branding, marketing and distribution of FMCG, Food and Processed Food Products"
435,435,435,FCSSOFT,FCS Software Solutions Ltd,3.57,77.4,2.51,0.0,3.13,1.91,1.0,610.0,"Incorporated in 1993, FCS Software "
436,436,436,FDC,FDC Ltd,564.0,29.2,129.0,0.0,18.4,14.2,1.0,9187.0,"FDC (Fairdeal Corporation) Ltd Limited (found in 1936) is among India’s leading fully integrated pharmaceutical companies. The Company is a pioneer in the manufacture of specialized formulations, and among the world’s foremost manufacturers and marketers of Oral Rehydration Salts (ORS). Some of FDC’s leading brands in India include Zifi, Electral, Enerzal, Vitcofol, Pyrimon, Zocon, Zathrin, Zipod, Cotaryl and Mycoderm in the domestic and international markets."
437,437,437,FEDERALBNK,The Federal Bank Limited,,,,,,,,,
438,438,438,FEL,Future Enterprises Ltd,0.84,,-5.77,0.0,-11.7,-121.0,2.0,57.5,"Incorporated in 1987, Future Enterprises Ltd is in the business of manufacturing, trading and leasing of assets"
439,439,439,FELDVR,Future Enterprises-DVR,,,,,,,,,
440,440,440,FIEMIND,Fiem Industries Limited,,,,,,,,,
441,441,441,FILATEX,Filatex India Ltd,63.0,33.5,10.8,0.32,16.9,19.4,1.0,2795.0,"Filatex India Ltd. is engaged in the manufacturing and trading of synthetic yarn and textiles such as Polyester Chips, Narrow Fabrics etc. "
442,442,442,FINCABLES,Finolex Cables Ltd,1387.0,28.9,323.0,0.58,18.5,14.0,2.0,21223.0,"Finolex Cables Limited is a leading manufacturer of electrical and telecommunication cables in India. Operating for more than 50 years, Finolex has been able to maintain its leadership position as one of the most diversified wires and cables companies in the country."
443,443,443,FINEORG,Fine Organic Industries Ltd,5292.0,38.0,627.0,0.19,31.3,23.8,5.0,16167.0,"Fine Organic Industries is engaged in and outside India as manufacturers, processors, suppliers, distributors, dealers, importers, exporters of wide range of oleochemical-based additives used in foods, plastics, cosmetics, coatings and other specialty application in various industries."
444,444,444,FINPIPE,Finolex Industries Ltd,296.0,34.3,90.8,0.84,10.9,8.14,2.0,18384.0,"Finolex Industries Limited (FIL) is a leading manufacturer of PVC Resin and the largest producer of PVC Pipes & Fittings in India. The Company offers the latest range of superior quality and durable PVC-U pipes and fittings used in agriculture, construction and industrial operations. Its product portfolio consists of two major divisions:"
445,445,445,FLEXITUFF,Flexituff Ventures International Limited,,,,,,,,,
446,446,446,FLFL,Future Lifestyle Fashions Ltd,2.1,,-100.0,0.0,-72.6,,2.0,40.9,"Incorporated in 2012, Future Lifestyle Fashions Ltd does retailing of fashion products through departmental and neighbourhood stores"
447,447,447,FLUOROCHEM,Gujarat Fluorochemicals Ltd,4240.0,136.0,540.0,0.07,9.76,7.69,1.0,46506.0,"Incorporated in 2018, Gujarat Fluorochemicals Limited, earlier known as Inox Fluorochemicals Limited, is a part of the INOX Group of Companies and has been demerged from GFL Ltd, into a separate legal entity."
448,448,448,FMGOETZE,Federal-Mogul Goetze (India) Ltd,451.0,18.9,200.0,0.0,16.9,12.4,10.0,2506.0,"Federal-Mogul Goetze (India) Ltd manufactures, supplies, and distributes automotive components like pistons, piston rings, etc to two/three/four-wheeler automobiles in Indian and International markets. "
449,449,449,FMNL,Future Market Networks Ltd,11.2,,3.88,0.0,17.9,-142.0,10.0,63.9,"Incorporated in 2008, Future Market Networks Ltd is in the business of Mall Management"
450,450,450,FORCEMOT,FORCE MOTORS LTD,,,,,,,,,
451,451,451,FORTIS,Fortis Healthcare Ltd,606.0,71.2,102.0,0.17,10.3,7.85,10.0,45712.0,"FHL was incorporated in February 1996. The company’s first healthcare facility became operational in Mohali, Punjab in 2001. It is a leading integrated healthcare service provider in India. The healthcare verticals of the company primarily comprise hospitals, diagnostics and day care specialty facilities. Currently, the company operates its healthcare delivery services in India, Nepal, Dubai and Sri Lanka with 36 healthcare facilities with approximately 4,000 operational beds. "
452,452,452,FOSECOIND,Foseco India Ltd,,,,,,,,,"Incorporated in 1958, Foseco India Limited is engaged in the manufacture of products used in the metallurgical industry which are in the nature of additives and consumables that improve the physical properties and performance of castings. "
453,453,453,FRETAIL,Future Retail Ltd,2.28,,-22.5,0.0,-12.2,-140.0,2.0,124.0,"Future Retail Limited (FRL), the flagship company of the Future Group (one of India’s largest retailers), is engaged mainly in retailing of fashion, household and consumer products Kishore Biyani is the founder and Group CEO of Future Group.  "
454,454,454,FSC,Future Supply Chain Solutions Ltd,2.45,,-32.0,0.0,5.99,-12.4,10.0,10.8,"Incorporated in 1986, Future Supply Chain Solutions Ltd provides warehousing, transportation & distribution systems and logistics solution"
455,455,455,FSL,Firstsource Solutions Ltd,311.0,41.9,52.5,1.12,15.4,14.6,10.0,21944.0,Firstsource Solutions Limited is a leading player in the Business Process Management (BPM) industry. 
456,456,456,GABRIEL,Gabriel India Limited,,,,,,,,,
457,457,457,GAEL,Gujarat Ambuja Exports Ltd,125.0,16.3,60.4,0.28,16.5,13.2,1.0,5722.0,"Gujarat Ambuja Exports is engaged in the manufacturing of Corn Starch Derivatives, Soya Derivatives, Feed Ingredients, Cotton Yarn, and Edible Oils. Since its incorporation in 1991, GAEL strives to serve the Food, Pharmaceutical, Feed, and many other industries with a long-term growth strategy in the Agro-Processing sector. (Source: Company Website)"
