,Unnamed: 0.1,Unnamed: 0,symbol,name,curr_market_price,pe_ratio,book_value,divident,roce,roe,face_value,market_cap,about
848,848,848,LOKESHMACH,Lokesh Machines Ltd,,,,,,,,,"Incorporated in 1983, Lokesh Machines manufactures Special Purpose Machines, General Purpose Machines /CNC Lathes, Connecting Rods and machining of Cylinder Blocks and Heads"
849,849,849,LOTUSEYE,Lotus Eye Hospital & Institute Ltd,,,,,,,,,"Incorporated in 1990, Lotus Eye Hospital "
850,850,850,LOVABLE,Lovable Lingerie Limited,,,,,,,,,
851,851,851,LPDC,Landmark Property Development Company Ltd,,,,,,,,,"Incorporated in 1976, Landmark Property Development Company Ltd primarily does real estate development"
852,852,852,LSIL,Lloyds Steels Industries Limited,,,,,,,,,
853,853,853,LT,Larsen & Toubro Ltd,3794.0,39.3,628.0,0.74,13.4,14.7,2.0,521829.0,"Larsen & Toubro Ltd is a multinational conglomerate which is primarily engaged in providing engineering, procurement and construction (EPC) solutions in key sectors such as Infrastructure, Hydrocarbon, Power, Process Industries and Defence, Information Technology and Financial Services in domestic and international markets."
854,854,854,LTI,Larsen & Toubro Infotech Limited,,,,,,,,,
855,855,855,LTTS,L&T Technology Services Ltd,5473.0,44.3,504.0,0.91,33.6,26.4,2.0,57895.0,"LTTS is an engineering services provider incorporated in 2012, offers engineering,, research and development (ER&D) and digitalization solutions to companies in the areas such as Transportation, Industrial Products, Telecom and Hi-Tech, Medical Devices and Plant"
856,856,856,LUMAXIND,Lumax Industries Ltd,2769.0,21.2,718.0,1.26,17.2,17.6,10.0,2589.0,"Lumax Industries Limited is the flagship company of the DK Jain Group. It was founded as a trading company in 1945 and today it has evolved as market leader of automobile lighting in the Indian automotive industry. In 1984, company entered into a technical collaboration with Stanley Electric Co. Ltd., Japan (SECL), which currently holds around 37.5% equity stake in the company. Other 37.5% is held by Indian promoters (D.K. Jain and family). Company has 29 manufacturing facilities across 7 states in India.  "
857,857,857,LUMAXTECH,Lumax Auto Technologies Ltd,566.0,27.6,116.0,0.97,17.7,17.9,2.0,3858.0,"Lumax Auto Technologies Ltd was incorporated in 1981 and is a part of the D.K. Jain Group of companies. It is engaged in the business of manufacturing and supplying of Automotive Lamps, Plastic Moulded Parts, and Frame Chassis to two, three, and four-wheeler segments "
858,858,858,LUPIN,Lupin Ltd,2152.0,43.4,314.0,0.37,15.7,14.1,2.0,98224.0,"Lupin is an innovation-led transnational pharmaceutical company headquartered in Mumbai. Lupin develops and commercializes a wide range of branded and generic formulations, biotechnology products, and APIs in over 100 markets in the U.S., India, South Africa, and across the Asia Pacific (APAC), Latin America (LATAM), Europe, and Middle East regions."
859,859,859,LUXIND,Lux Industries Limited,,,,,,,,,
860,860,860,LYKALABS,Lyka Labs Ltd,149.0,578.0,17.9,0.0,3.95,-6.61,10.0,531.0,"Incorporated in 1976, Lyka Labs Ltd is in the development, manufacture and marketing of quality finished dosages"
861,861,861,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,8.9,,10.8,0.0,-60.6,-68.4,10.0,26.3,"Incorporated in 1995, Lypsa Gems and Jewellery Ltd is in three core activities: Rough Preparation, Manufacturing and Polished Diamonds Marketing. It is based out of Mumbai with affiliates in Antwerp, Dubai and Moscow. Lypsa has its manufacturing facilities at Navsari and at SurSez, Surat. It is one of the very few diamond companies to have listed on the Bombay Stock Exchange. Since its inception, Lypsa has specialized in rough preparation and distribution."
862,862,862,M&M,Mahindra & Mahindra Ltd,2951.0,33.2,532.0,0.72,13.6,18.4,5.0,367078.0,"Mahindra & Mahindra Ltd is one of the most diversified automobile company in India with presence across 2-wheelers, 3-wheelers, PVs, CVs, tractors & earthmovers."
863,863,863,M&MFIN,Mahindra & Mahindra Financial Services Ltd,321.0,19.1,161.0,1.96,8.74,10.0,2.0,39613.0,"Mahindra & Mahindra Financial Services Limited (MMFSL), a part of the Mahindra Group,is a NBFC primarily engaged in the business of financing purchase of new and pre-owned auto and utility vehicles, tractors, cars, commercial vehicles, construction equipment and SME Financing. "
864,864,864,MAANALU,MaanAluminiumLimited,,,,,,,,,
865,865,865,MADHAV,Madhav Marbles and Granites Ltd,54.4,,140.0,0.0,-0.29,-2.12,10.0,48.8,"Incorporated in 1989, Madhav Marbles and Granites Ltd is a 100% Export Oriented Unit, engaged in manufacturing, processing, and trading granite slabs/tiles, marble slabs/tiles, windmill power generation, and realty business. "
866,866,866,MADHUCON,Madhucon Projects Ltd,12.5,,-204.0,0.0,-1.69,,1.0,89.9,"Incorporated in 1983, Madhucon Projects Ltd is in the business of Construction, Power and Toll Collection"
867,867,867,MADRASFERT,Madras Fertilizers Ltd,,,,,,,,,"Madras Fertilizers Limited is engaged in the manufacturing of Urea and Complex Fertilizers. It is also involved in manufacturing Bio-fertilizers and trading eco-friendly Agro Chemicals, Organic Manure, and City Compost under the brand name ‘Vijay’. "
868,868,868,MAGADSUGAR,Magadh Sugar & Energy Limited,,,,,,,,,
869,869,869,MAGMA,Magma Fincorp Limited,,,,,,,,,
870,870,870,MAGNUM,Magnum Ventures Ltd,,,,,,,,,"Magnum currently operates in Paper Industry and Hotel Industry. The Company is manufacturing papers since 30+ Years. Company is one of the largest paper (newsprint, duplex board, etc.) printing co in the Northern region."
871,871,871,MAHABANK,Bank of Maharashtra,,,,,,,,,
872,872,872,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,167.0,0.67,326.0,0.0,120.0,119.0,10.0,237.0,"Incorporated in 1943, Maha Rashtra Apex Corporation Ltd is engaged in financial activities and other related services"
873,873,873,MAHASTEEL,Mahamaya Steel Industries Ltd,195.0,63.1,86.0,0.0,7.04,4.24,10.0,320.0,"Incorporated in 1988, Mahamaya Steel Industries Ltd does manufacturing steel structures in the shape of Angles, Beams, Joist, Channels, Rounds, Flats, Railway sleepers, etc."
874,874,874,MAHESHWARI,Maheshwari Logistics Ltd,66.1,14.2,60.9,0.0,11.7,7.62,10.0,196.0,"Incorporated in 2006, Maheshwari Logistics "
875,875,875,MAHINDCIE,Mahindra CIE Automotive Limited,,,,,,,,,
876,876,876,MAHLIFE,Mahindra Lifespace Developers Ltd,538.0,72.4,121.0,0.49,2.01,4.66,10.0,8340.0,"Mahindra Lifespace Developers Ltd was incorporated in 1999, it is engaged in the business of development of the real estate, residential facilities, commercial complexes and through its subsidiary companies is involved in various infrastructure projects including the development of SEZs and Industrial Clusters. "
877,877,877,MAHLOG,Mahindra Logistics Limited,,,,,,,,,
878,878,878,MAHSCOOTER,Maharashtra Scooters Ltd,,,,,,,,,"Maharashtra Scooters Ltd. (MSL) is a manufacturing & and an unregistered core investment company. It is engaged in the business of manufacturing dies, Jigs, fixtures and die casting components primarily for the automobiles industry, etc. "
879,879,879,MAHSEAMLES,Maharashtra Seamless Ltd,638.0,9.78,428.0,1.57,22.9,18.1,5.0,8545.0,"Incorporated in 1988, Maharashtra Seamless Ltd manufactures seamless pipes & tubes, ERW pipes. It is also in the business of  renewable power generation and rig operations"
880,880,880,MAITHANALL,Maithan Alloys Ltd,1201.0,4.7,1079.0,0.5,11.7,9.06,10.0,3502.0,"Maithan Alloys is engaged in the business of manufacturing and exporting of all three bulk Ferro alloys- Ferro Manganese, Silico Manganese and Ferro Silicon. It is also engaged in the generation and supply of Wind Power and has a Captive Power Plant.(Source : 201903 Annual Report Page No: 88)"
881,881,881,MAJESCO,Majesco Limited,,,,,,,,,
882,882,882,MALUPAPER,Malu Paper Mills Ltd,,,,,,,,,"Incorporated in 1996, Malu Paper Mills Ltd is recycled paper based manufacturer of Kraft, Newsprint and Writing Printing paper"
883,883,883,MANAKALUCO,Manaksia Aluminium Company Ltd,,,,,,,,,"Incorporated in 2013, Manaksia Aluminium Ltd manufactures value-added secondary aluminium products like Aluminum Rolled Sheets /Coils"
884,884,884,MANAKCOAT,Manaksia Coated Metals & Industries Limited,,,,,,,,,
885,885,885,MANAKSIA,Manaksia Ltd,101.0,7.16,84.0,5.91,10.2,7.47,2.0,665.0,"Incorporated in 1984, Manaksia "
886,886,886,MANAKSTEEL,Manaksia Steels Ltd,67.8,22.3,45.8,0.0,10.2,8.62,1.0,444.0,"Incorporated in 2001, Manaksia Steels "
887,887,887,MANALIPETC,Manali Petrochemicals Ltd,83.1,49.2,61.7,0.9,4.75,2.25,5.0,1428.0,"Incorporated in 1986, Manali Petrochemicals Limited manufactures and sells Propylene Oxide (PO), Propylene Glycol (PG) and Polyols (PY), which are used as industrial raw materials. Located in Chennai, the company is the only domestic manufacturer of Propylene Glycol. Also, it is the first and largest Indian manufacturer of Propylene Oxide which is the input material for the aforesaid derivative products."
888,888,888,MANAPPURAM,Manappuram Finance Ltd,205.0,7.74,136.0,1.73,13.8,20.6,2.0,17387.0,"Manappuram Finance is a Non-Banking Finance Company (NBFC), which provides a wide range of fund based and fee based services including gold loans, money exchange facilities, etc. The Company is a Systemically Important Non-Deposit taking NBFC(NBFC-ND).(Source : 202003 Annual Report Page No:120)"
889,889,889,MANGALAM,Mangalam Drugs and Organics Ltd,129.0,,85.8,0.0,,,10.0,204.0,"Incorporated in 1977, Mangalam Drugs "
890,890,890,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,,,,,,,,,
891,891,891,MANGLMCEM,Mangalam Cement Ltd,,,,,,,,,"Mangalam Cement Limited, incorporated in 1976,  is engaged in the manufacturing of Cement in India and is a professionally run company, managed by Smt. Vidula Jalan of the B.K. Birla group. The Co. has its own manufacturing plants in Morak (Rajasthan) and Aligarh (Uttar Pradesh). The company markets and sells its product under the brand name of Birla Uttam Cement."
892,892,892,MANGTIMBER,Mangalam Timber Products Ltd,,,,,,,,,Mangalam Timber Products Ltd is principally engaged in manufacturing of Medium Density Fibre Board in India.
893,893,893,MANINDS,Man Industries (India) Ltd,382.0,21.9,215.0,0.52,14.5,8.1,5.0,2469.0,Man Industries Ltd. is one of the largest Manufacturers and Exporters of LSAW and HSAW pipes in India with a total installed capacity of 1 million tonnes. The company is among leading manufacturer of large diameter pipes with 3 Decades of presence in Pipe
894,894,894,MANINFRA,Man Infraconstruction Limited,,,,,,,,,
895,895,895,MANPASAND,Manpasand Beverages Ltd,5.85,,40.0,0.0,,,10.0,67.0,Manpasand Beverages Limited is engaged in the business of manufacturing of fruit juices in the beverages segment.
896,896,896,MANUGRAPH,Manugraph India Ltd,25.1,,32.6,0.0,-12.5,-17.5,2.0,76.6,"Incorporated in 1971, Manugraph India Ltd is a manufacturer of single width web-offset printing presses and provides installation and after sales services"
897,897,897,MARALOVER,Maral Overseas Ltd,,,,,,,,,"Incorporated in 1991, Maral Overseas "
898,898,898,MARATHON,Marathon Nextgen Realty Limited,,,,,,,,,
899,899,899,MARICO,Marico Ltd,709.0,60.5,29.6,1.34,43.1,38.5,1.0,91784.0,"Marico Limited is one of India's leading consumer goods companies operating in global beauty and wellness categories. It is present in over 25 countries across emerging markets of Asia and Africa. It nurtures leading brands across categories of hair care, skin care, edible oils, healthy foods, male grooming and fabric care."
900,900,900,MARKSANS,Marksans Pharma Ltd,318.0,43.4,45.6,0.19,20.6,16.5,1.0,14436.0,Marksans Pharma is engaged in the Business of Formulation of pharmaceutical products.
901,901,901,MARUTI,Maruti Suzuki India Ltd,12614.0,27.0,2724.0,0.99,21.8,16.8,5.0,396430.0,The Company was established in 1981. A joint venture agreement was signed between the Government of India and Suzuki Motor
902,902,902,MASFIN,MAS Financial Services Ltd,298.0,20.4,109.0,0.51,11.7,15.2,10.0,5425.0,"MAS Financial Services Limited is a non-deposit taking NBFC registered with the RBI. It is engaged in offering retail financing products for MSMEs, home loans, two-wheeler loans, used car loans and commercial vehicle loans. "
903,903,903,MASKINVEST,Mask Investments Limited,,,,,,,,,
904,904,904,MASTEK,Mastek Ltd,2664.0,27.0,677.0,0.71,18.0,15.9,5.0,8224.0,"Established in 1982, Mastek is a provider of vertically-focused enterprise technology solutions.  Having its presence in IT industry for almost 4 decades, Mastek Ltd has evolved from an IT solutions provider to Digital transformation partner."
905,905,905,MATRIMONY,Matrimony.com Ltd,768.0,34.6,131.0,0.65,20.8,18.2,5.0,1708.0,"Matrimony.com Ltd is engaged in offers online matchmaking services on internet and mobile platforms. The Company delivers matchmaking services to users in India and the Indian diaspora through websites, mobile sites and mobile apps complemented by a wide on-the-ground network in India."
906,906,906,MAWANASUG,Mawana Sugars Ltd,122.0,9.78,105.0,3.28,6.84,5.37,10.0,476.0,"Incorporated in 1989, Mawana Sugars"
907,907,907,MAXINDIA,Max India Limited,,,,,,,,,
908,908,908,MAXVIL,Max Ventures and Industries Ltd,216.0,187.0,82.2,0.0,2.22,1.41,10.0,3181.0,Max Ventures and Industries Ltd is primarily engaged in construction and development of residential and commercial properties and providing facility management services and managed office services.
909,909,909,MAYURUNIQ,Mayur Uniquoters Ltd,622.0,21.1,197.0,0.48,19.3,15.0,5.0,2734.0,"Mayur Uniquoters is primarily engaged in the business of manufacturing of Coated Textile Fabrics, artificial leather and PVC Vinyl which are widely used in different segments such as Footwear, Furnishings, Automotive OEM, Automotive replacement market, and Automotive Exports."
910,910,910,MAZDA,Mazda Ltd,,,,,,,,,"Mazda Limited, incorporated in 1990, is engaged in the business of manufacturing Engineering goods like Vacuum Products, Evaporators, Pollution Control Equipments and Manufacturing of Food Products like Food colour, Various Fruit Jams & Fruit mix Powders etc. "
911,911,911,MBAPL,Madhya Bharat Agro Products Ltd,,,,,,,,,"Madhya Bharat Agro Products Ltd, part of Ostwal Group, is engaged in the business of manufacturing fertiliser and chemical products. "
912,912,912,MBECL,Mcnally Bharat Engineering Company Limited,,,,,,,,,
913,913,913,MBLINFRA,MBL Infrastructure Ltd,65.5,,71.3,0.0,-0.59,-5.13,10.0,786.0,"Incorporated in 1995, MBL Infrastructure Ltd provides integrated engineering, procurement and construction services for civil construction and other infrastructure projects"
914,914,914,MCDHOLDING,McDowell Holdings Ltd,,,,,,,,,"Incorporated in 2004, McDowell Holdings Limited is a Core Investment Company (CIC). The company owns shares in the UB Group, which is involved in property development and exports, beer manufacturing and distribution, and chemicals and fertilizers.  Mr. Raghuveeran Kasargod is the Chairman and the Independent Director of the co. "
915,915,915,MCDOWELL-N,United Spirits Limited,,,,,,,,,
916,916,916,MCLEODRUSS,Mcleod Russel India Ltd,25.6,,23.9,0.0,-6.99,-77.3,5.0,268.0,"Incorporated in 1998, McLeod Russel"
917,917,917,MCX,Multi Commodity Exchange of India Ltd,5804.0,170.0,270.0,0.13,7.15,5.82,10.0,29593.0,"The MCX) commenced operation in Nov,03 is India’s first listed, national-level, electronic exchange, and India’s leading commodity derivatives exchange which offers the benefits of fair price discovery and price risk management to the Indian commodity market ecosystem. The Exchange operates under SEBI.  "
918,918,918,MEGASOFT,Megasoft Ltd,61.8,,24.5,0.0,7.58,-6.82,10.0,458.0,"Incorporated in 1999, Megasoft Ltd is "
919,919,919,MEGH,Meghmani Organics Ltd(Merged),138.0,9.58,52.2,0.0,19.9,21.8,1.0,2270.0,"Meghmani Organics Ltd (MOL) manufactures green and blue pigment products, which are used to manufacture printing ink, plastic, paints, textiles, leather, and rubber."
920,920,920,MELSTAR,Melstar Information Technologies Limited,,,,,,,,,
921,921,921,MENONBE,Menon Bearings Ltd,133.0,32.0,25.9,1.7,21.8,17.2,1.0,743.0,"Incorporated in 1991, Menon Bearings Ltd manufactures & exports Auto Components"
922,922,922,MEP,MEP Infrastructure Developers Ltd,6.5,,-21.6,0.0,-20.9,,10.0,120.0,"Incorporated in 2002, MEP Infra Developers Ltd is in the business of collection of toll and construction of roads along with other ancillary activities viz. road repairs and maintenance of flyovers, roads and allied structures"
